"id","estado","cidade","cep"
"3606","RJ","Belford Roxo","26100-001"
"3607","RJ","Bom Jardim","28660-000"
"3608","RJ","Bom Jesus do Itabapoana","28360-000"
"3609","RJ","Cabo Frio","28900-001"
"3610","RJ","Cachoeiras de Macacu","28680-000"
"3611","RJ","Cambuci","28430-000"
"3612","RJ","Campos dos Goytacazes","28000-001"
"3613","RJ","Cantagalo","28500-000"
"3614","RJ","Carapebus","27998-000"
"3615","RJ","Cardoso Moreira","28180-000"
"3616","RJ","Carmo","28640-000"
"3617","RJ","Casimiro de Abreu","28860-000"
"3618","RJ","Comendador Levy Gasparian","25870-000"
"3619","RJ","Conceição de Macabu","28740-000"
"3620","RJ","Cordeiro","28540-000"
"3621","RJ","Duas Barras","28650-000"
"3622","RJ","Duque de Caxias","25000-001"
"3623","RJ","Engenheiro Paulo de Frontin","26650-000"
"3624","RJ","Guapimirim","25940-001"
"3625","RJ","Iguaba Grande","28960-000"
"3626","RJ","Itaboraí","24800-001"
"3627","RJ","Itaguaí","23800-001"
"3628","RJ","Italva","28250-000"
"3629","RJ","Itaocara","28570-000"
"3630","RJ","Itaperuna","28300-000"
"3631","RJ","Itatiaia","27580-000"
"3632","RJ","Japeri","26400-001"
"3633","RJ","Laje do Muriaé","28350-000"
"3634","RJ","Macaé","27900-001"
"3635","RJ","Macuco","28545-000"
"3636","RJ","Magé","25900-001"
"3637","RJ","Mangaratiba","23860-000"
"3638","RJ","Maricá","24900-001"
"3639","RJ","Mendes","26700-000"
"3640","RJ","Mesquita","26550-001"
"3641","RJ","Miguel Pereira","26900-000"
"3642","RJ","Miracema","28460-000"
"3643","RJ","Natividade","28380-000"
"3644","RJ","Nilópolis","26500-001"
"3645","RJ","Niterói","24000-001"
"3646","RJ","Nova Friburgo","28600-001"
"3647","RJ","Nova Iguaçu","26000-001"
"3648","RJ","Nova Iguaçu","26200-000"
"3649","RJ","Paracambi","26600-000"
"3650","RJ","Paraíba do Sul","25850-000"
"3651","RJ","Paraty","23970-000"
"3652","RJ","Paty do Alferes","26950-000"
"3653","RJ","Petrópolis","25600-001"
"3654","RJ","Pinheiral","27197-000"
"3655","RJ","Piraí","27175-000"
"3656","RJ","Porciúncula","28390-000"
"3657","RJ","Porto Real","27570-000"
"3658","RJ","Quatis","27400-001"
"3659","RJ","Queimados","26300-001"
"3660","RJ","Quissamã","28735-000"
"3661","RJ","Resende","27500-001"
"3662","RJ","Rio Bonito","28800-000"
"3663","RJ","Rio Claro","27460-000"
"3664","RJ","Rio das Flores","27660-000"
"3665","RJ","Rio das Ostras","28890-001"
"3666","RJ","Rio de Janeiro","20000-001"
"3667","RJ","Santa Maria Madalena","28770-000"
"3668","RJ","Santo Antônio de Pádua","28470-000"
"3669","RJ","São Fidélis","28400-000"
"3670","RJ","São Francisco de Itabapoana","28230-000"
"3671","RJ","São Gonçalo","24400-001"
"3672","RJ","São João da Barra","28200-000"
"3673","RJ","São João de Meriti","25500-001"
"3674","RJ","São José de Ubá","28455-000"
"3675","RJ","São José do Vale do Rio Preto","25780-000"
"3676","RJ","São Pedro da Aldeia","28940-001"
"3677","RJ","São Sebastião do Alto","28550-000"
"3678","RJ","Sapucaia","25880-000"
"3679","RJ","Saquarema","28990-001"
"3680","RJ","Seropédica","23890-001"
"3681","RJ","Silva Jardim","28820-000"
"3682","RJ","Sumidouro","28637-000"
"3683","RJ","Tanguá","24890-000"
"3684","RJ","Teresópolis","25950-001"
"3685","RJ","Trajano de Moraes","28750-000"
"3686","RJ","Três Rios","25800-001"
"3687","RJ","Valença","27600-000"
"3688","RJ","Varre-Sai","28375-000"
"3689","RJ","Vassouras","27700-000"
"3690","RJ","Volta Redonda","27200-001"
"3691","RN","Acari","59370-000"
"3692","RN","Açu","59650-000"
"3693","RN","Afonso Bezerra","59510-000"
"3694","RN","Água Nova","59995-000"
"3695","RN","Alexandria","59965-000"
"3696","RN","Almino Afonso","59760-000"
"3697","RN","Alto do Rodrigues","59507-000"
"3698","RN","Angicos","59515-000"
"3699","RN","Antônio Martins","59870-000"
"3700","RN","Apodi","59700-000"
"3701","RN","Areia Branca","59655-000"
"3702","RN","Arez","59170-000"
"3703","RN","Baía Formosa","59194-000"
"3704","RN","Baraúna","59695-000"
"3705","RN","Barcelona","59410-000"
"3706","RN","Bento Fernandes","59555-000"
"3707","RN","Boa Saúde","59260-000"
"3708","RN","Bodó","59528-000"
"3709","RN","Bom Jesus","59270-000"
"3710","RN","Brejinho","59219-000"
"3711","RN","Caiçara do Norte","59592-000"
"3712","RN","Caiçara do Rio do Vento","59540-000"
"3713","RN","Caicó","59300-000"
"3714","RN","Campo Grande","59680-000"
"3715","RN","Campo Redondo","59230-000"
"3716","RN","Canguaretama","59190-000"
"3717","RN","Caraúbas","59780-000"
"3718","RN","Carnaúba dos Dantas","59374-000"
"3719","RN","Carnaubais","59665-000"
"3720","RN","Ceará-Mirim","59570-000"
"3721","RN","Cerro Corá","59395-000"
"3722","RN","Coronel Ezequiel","59220-000"
"3723","RN","Coronel João Pessoa","59930-000"
"3724","RN","Cruzeta","59375-000"
"3725","RN","Currais Novos","59380-000"
"3726","RN","Doutor Severiano","59910-000"
"3727","RN","Encanto","59905-000"
"3728","RN","Equador","59355-000"
"3729","RN","Espírito Santo","59180-000"
"3730","RN","Extremoz","59575-000"
"3731","RN","Felipe Guerra","59795-000"
"3732","RN","Fernando Pedroza","59517-000"
"3733","RN","Florânia","59335-000"
"3734","RN","Francisco Dantas","59902-000"
"3735","RN","Frutuoso Gomes","59890-000"
"3736","RN","Galinhos","59596-000"
"3737","RN","Goianinha","59173-000"
"3738","RN","Governador Dix-Sept Rosado","59790-000"
"3739","RN","Grossos","59675-000"
"3740","RN","Guamaré","59598-000"
"3741","RN","Ielmo Marinho","59490-000"
"3742","RN","Ipanguaçu","59508-000"
"3743","RN","Ipueira","59315-000"
"3744","RN","Itajá","59513-000"
"3745","RN","Itaú","59855-000"
"3746","RN","Jaçanã","59225-000"
"3747","RN","Jandaíra","59594-000"
"3748","RN","Janduís","59690-000"
"3749","RN","Japi","59213-000"
"3750","RN","Jardim de Angicos","59544-000"
"3751","RN","Jardim de Piranhas","59324-000"
"3752","RN","Jardim do Seridó","59343-000"
"3753","RN","João Câmara","59550-000"
"3754","RN","João Dias","59880-000"
"3755","RN","José da Penha","59980-000"
"3756","RN","Jucurutu","59330-000"
"3757","RN","Jundiá","59188-000"
"3758","RN","Lagoa D'Anta","59227-000"
"3759","RN","Lagoa de Pedras","59244-000"
"3760","RN","Lagoa de Velhos","59430-000"
"3761","RN","Lagoa Nova","59390-000"
"3762","RN","Lagoa Salgada","59247-000"
"3763","RN","Lajes","59535-000"
"3764","RN","Lajes Pintadas","59235-000"
"3765","RN","Lucrécia","59805-000"
"3766","RN","Luís Gomes","59940-000"
"3767","RN","Macaíba","59280-000"
"3768","RN","Macau","59500-000"
"3769","RN","Major Sales","59945-000"
"3770","RN","Marcelino Vieira","59970-000"
"3771","RN","Martins","59800-000"
"3772","RN","Maxaranguape","59580-000"
"3773","RN","Messias Targino","59775-000"
"3774","RN","Montanhas","59198-000"
"3775","RN","Monte Alegre","59182-000"
"3776","RN","Monte das Gameleiras","59217-000"
"3777","RN","Mossoró","59600-001"
"3778","RN","Natal","59000-001"
"3779","RN","Nísia Floresta","59164-000"
"3780","RN","Nova Cruz","59215-000"
"3781","RN","Olho-D'Água do Borges","59730-000"
"3782","RN","Ouro Branco","59347-000"
"3783","RN","Paraná","59950-000"
"3784","RN","Paraú","59660-000"
"3785","RN","Parazinho","59586-000"
"3786","RN","Parelhas","59360-000"
"3787","RN","Parnamirim","59140-001"
"3788","RN","Passa e Fica","59218-000"
"3789","RN","Passagem","59259-000"
"3790","RN","Patu","59770-000"
"3791","RN","Pau dos Ferros","59900-000"
"3792","RN","Pedra Grande","59588-000"
"3793","RN","Pedra Preta","59547-000"
"3794","RN","Pedro Avelino","59530-000"
"3795","RN","Pedro Velho","59196-000"
"3796","RN","Pendências","59504-000"
"3797","RN","Pilões","59960-000"
"3798","RN","Poço Branco","59560-000"
"3799","RN","Portalegre","59810-000"
"3800","RN","Porto do Mangue","59668-000"
"3801","RN","Pureza","59582-000"
"3802","RN","Rafael Fernandes","59990-000"
"3803","RN","Rafael Godeiro","59740-000"
"3804","RN","Riacho da Cruz","59820-000"
"3805","RN","Riacho de Santana","59987-000"
"3806","RN","Riachuelo","59470-000"
"3807","RN","Rio do Fogo","59578-000"
"3808","RN","Rodolfo Fernandes","59830-000"
"3809","RN","Ruy Barbosa","59420-000"
"3810","RN","Santa Cruz","59200-000"
"3811","RN","Santa Maria","59464-000"
"3812","RN","Santana do Matos","59520-000"
"3813","RN","Santana do Seridó","59350-000"
"3814","RN","Santo Antônio","59255-000"
"3815","RN","São Bento do Norte","59590-000"
"3816","RN","São Bento do Trairi","59210-000"
"3817","RN","São Fernando","59327-000"
"3818","RN","São Francisco do Oeste","59908-000"
"3819","RN","São Gonçalo do Amarante","59290-001"
"3820","RN","São João do Sabugi","59310-000"
"3821","RN","São José de Mipibu","59162-000"
"3822","RN","São José do Campestre","59275-000"
"3823","RN","São José do Seridó","59378-000"
"3824","RN","São Miguel","59920-000"
"3825","RN","São Miguel do Gostoso","59585-000"
"3826","RN","São Paulo do Potengi","59460-000"
"3827","RN","São Pedro","59480-000"
"3828","RN","São Rafael","59518-000"
"3829","RN","São Tomé","59400-000"
"3830","RN","São Vicente","59340-000"
"3831","RN","Senador Elói de Souza","59250-000"
"3832","RN","Senador Georgino Avelino","59168-000"
"3833","RN","Serra Caiada","59245-000"
"3834","RN","Serra de São Bento","59214-000"
"3835","RN","Serra do Mel","59663-000"
"3836","RN","Serra Negra do Norte","59318-000"
"3837","RN","Serrinha","59258-000"
"3838","RN","Serrinha dos Pintos","59808-000"
"3839","RN","Severiano Melo","59856-000"
"3840","RN","Sítio Novo","59440-000"
"3841","RN","Taboleiro Grande","59840-000"
"3842","RN","Taipu","59565-000"
"3843","RN","Tangará","59240-000"
"3844","RN","Tenente Ananias","59955-000"
"3845","RN","Tenente Laurentino Cruz","59338-000"
"3846","RN","Tibau","59678-000"
"3847","RN","Tibau do Sul","59178-000"
"3848","RN","Timbaúba dos Batistas","59320-000"
"3849","RN","Touros","59584-000"
"3850","RN","Triunfo Potiguar","59685-000"
"3851","RN","Umarizal","59865-000"
"3852","RN","Upanema","59670-000"
"3853","RN","Várzea","59185-000"
"3854","RN","Venha-Ver","59925-000"
"3855","RN","Vera Cruz","59184-000"
"3856","RN","Viçosa","59815-000"
"3857","RN","Vila Flor","59192-000"
"3858","RO","Alta Floresta D'Oeste","76954-000"
"3859","RO","Alto Alegre dos Parecis","76952-000"
"3860","RO","Alto Paraíso","76862-000"
"3861","RO","Alvorada D'Oeste","76930-000"
"3862","RO","Ariquemes","76870-001"
"3863","RO","Buritis","76880-000"
"3864","RO","Cabixi","76994-000"
"3865","RO","Cacaulândia","76889-000"
"3866","RO","Cacoal","76960-001"
"3867","RO","Campo Novo de Rondônia","76887-000"
"3868","RO","Candeias do Jamari","76860-000"
"3869","RO","Castanheiras","76948-000"
"3870","RO","Cerejeiras","76997-000"
"3871","RO","Chupinguaia","76990-000"
"3872","RO","Colorado do Oeste","76993-000"
"3873","RO","Corumbiara","76995-000"
"3874","RO","Costa Marques","76937-000"
"3875","RO","Cujubim","76864-000"
"3876","RO","Espigão do Oeste","76974-000"
"3877","RO","Governador Jorge Teixeira","76898-000"
"3878","RO","Guajará-Mirim","76850-000"
"3879","RO","Itapuã do Oeste","76861-000"
"3880","RO","Jaru","76890-000"
"3881","RO","Ji-Paraná","76900-001"
"3882","RO","Machadinho D'Oeste","76868-000"
"3883","RO","Ministro Andreazza","76919-000"
"3884","RO","Mirante da Serra","76926-000"
"3885","RO","Monte Negro","76888-000"
"3886","RO","Nova Brasilândia D'Oeste","76958-000"
"3887","RO","Nova Mamoré","76857-000"
"3888","RO","Nova União","76924-000"
"3889","RO","Novo Horizonte do Oeste","76956-000"
"3890","RO","Ouro Preto do Oeste","76920-000"
"3891","RO","Parecis","76979-000"
"3892","RO","Pimenta Bueno","76970-000"
"3893","RO","Pimenteiras do Oeste","76999-000"
"3894","RO","Porto Velho","76800-001"
"3895","RO","Presidente Médici","76916-000"
"3896","RO","Primavera de Rondônia","76976-000"
"3897","RO","Rio Crespo","76863-000"
"3898","RO","Rolim de Moura","76940-000"
"3899","RO","Santa Luzia D'Oeste","76950-000"
"3900","RO","São Felipe D'Oeste","76977-000"
"3901","RO","São Francisco do Guaporé","76935-000"
"3902","RO","São Miguel do Guaporé","76932-000"
"3903","RO","Seringueiras","76934-000"
"3904","RO","Teixeirópolis","76928-000"
"3905","RO","Theobroma","76866-000"
"3906","RO","Urupá","76929-000"
"3907","RO","Vale do Anari","76867-000"
"3908","RO","Vale do Paraíso","76923-000"
"3909","RO","Vilhena","76980-001"
"3910","RR","Alto Alegre","69350-000"
"3911","RR","Amajari","69343-000"
"3912","RR","Boa Vista","69300-001"
"3913","RR","Bonfim","69380-000"
"3914","RR","Cantá","69390-000"
"3915","RR","Caracaraí","69360-000"
"3916","RR","Caroebe","69378-000"
"3917","RR","Iracema","69348-000"
"3918","RR","Mucajaí","69340-000"
"3919","RR","Normandia","69355-000"
"3920","RR","Pacaraima","69345-000"
"3921","RR","Rorainópolis","69373-000"
"3922","RR","São João da Baliza","69375-000"
"3923","RR","São Luiz","69370-000"
"3924","RR","Uiramutã","69358-000"
"3925","RS","Aceguá","96445-000"
"3926","RS","Água Santa","99965-000"
"3927","RS","Agudo","96540-000"
"3928","RS","Ajuricaba","98750-000"
"3929","RS","Alecrim","98950-000"
"3930","RS","Alegrete","97540-001"
"3931","RS","Alegria","98905-000"
"3932","RS","Almirante Tamandaré do Sul","99523-000"
"3933","RS","Alpestre","98480-000"
"3934","RS","Alto Alegre","99430-000"
"3935","RS","Alto Feliz","95773-000"
"3936","RS","Alvorada","94800-001"
"3937","RS","Amaral Ferrador","96635-000"
"3938","RS","Ametista do Sul","98465-000"
"3939","RS","André da Rocha","95310-000"
"3940","RS","Anta Gorda","95980-000"
"3941","RS","Antônio Prado","95250-000"
"3942","RS","Arambaré","96178-000"
"3943","RS","Araricá","93880-000"
"3944","RS","Aratiba","99770-000"
"3945","RS","Arroio do Meio","95940-000"
"3946","RS","Arroio do Padre","96155-000"
"3947","RS","Arroio do Sal","95585-000"
"3948","RS","Arroio do Tigre","96950-000"
"3949","RS","Arroio dos Ratos","96740-000"
"3950","RS","Arroio Grande","96330-000"
"3951","RS","Arvorezinha","95995-000"
"3952","RS","Augusto Pestana","98740-000"
"3953","RS","Áurea","99835-000"
"3954","RS","Bagé","96400-001"
"3955","RS","Balneário Pinhal","95599-000"
"3956","RS","Barão","95730-000"
"3957","RS","Barão de Cotegipe","99740-000"
"3958","RS","Barão do Triunfo","96735-000"
"3959","RS","Barra do Guarita","98530-000"
"3960","RS","Barra do Quaraí","97538-000"
"3961","RS","Barra do Ribeiro","96790-000"
"3962","RS","Barra do Rio Azul","99795-000"
"3963","RS","Barra Funda","99585-000"
"3964","RS","Barracão","95370-000"
"3965","RS","Barros Cassal","99360-000"
"3966","RS","Benjamin Constant do Sul","99650-000"
"3967","RS","Bento Gonçalves","95700-001"
"3968","RS","Boa Vista das Missões","98335-000"
"3969","RS","Boa Vista do Buricá","98918-000"
"3970","RS","Boa Vista do Cadeado","98118-000"
"3971","RS","Boa Vista do Incra","98120-000"
"3972","RS","Boa Vista do Sul","95727-000"
"3973","RS","Bom Jesus","95290-000"
"3974","RS","Bom Princípio","95765-000"
"3975","RS","Bom Progresso","98575-000"
"3976","RS","Bom Retiro do Sul","95870-000"
"3977","RS","Boqueirão do Leão","95920-000"
"3978","RS","Bossoroca","97850-000"
"3979","RS","Bozano","98733-000"
"3980","RS","Braga","98560-000"
"3981","RS","Brochier","95790-000"
"3982","RS","Butiá","96750-000"
"3983","RS","Caçapava do Sul","96570-000"
"3984","RS","Cacequi","97450-000"
"3985","RS","Cachoeira do Sul","96500-001"
"3986","RS","Cachoeirinha","94900-001"
"3987","RS","Cacique Doble","99860-000"
"3988","RS","Caibaté","97930-000"
"3989","RS","Caiçara","98440-000"
"3990","RS","Camaquã","96180-000"
"3991","RS","Camargo","99165-000"
"3992","RS","Cambará do Sul","95480-000"
"3993","RS","Campestre da Serra","95255-000"
"3994","RS","Campina das Missões","98975-000"
"3995","RS","Campinas do Sul","99660-000"
"3996","RS","Campo Bom","93700-000"
"3997","RS","Campo Novo","98570-000"
"3998","RS","Campos Borges","99435-000"
"3999","RS","Candelária","96930-000"
"4000","RS","Cândido Godói","98970-000"
"4001","RS","Candiota","96495-000"
"4002","RS","Canela","95680-000"
"4003","RS","Canguçu","96600-000"
"4004","RS","Canoas","92000-001"
"4005","RS","Canudos do Vale","95933-000"
"4006","RS","Capão Bonito do Sul","95308-000"
"4007","RS","Capão da Canoa","95555-000"
"4008","RS","Capão do Cipó","97753-000"
"4009","RS","Capão do Leão","96160-000"
"4010","RS","Capela de Santana","95745-000"
"4011","RS","Capitão","95935-000"
"4012","RS","Capivari do Sul","95552-000"
"4013","RS","Caraá","95515-000"
"4014","RS","Carazinho","99500-000"
"4015","RS","Carlos Barbosa","95185-000"
"4016","RS","Carlos Gomes","99825-000"
"4017","RS","Casca","99260-000"
"4018","RS","Caseiros","95315-000"
"4019","RS","Catuípe","98770-000"
"4020","RS","Caxias do Sul","95000-001"
"4021","RS","Centenário","99838-000"
"4022","RS","Cerrito","96395-000"
"4023","RS","Cerro Branco","96535-000"
"4024","RS","Cerro Grande","98340-000"
"4025","RS","Cerro Grande do Sul","96770-000"
"4026","RS","Cerro Largo","97900-000"
"4027","RS","Chapada","99530-000"
"4028","RS","Charqueadas","96745-000"
"4029","RS","Charrua","99960-000"
"4030","RS","Chiapetta","98760-000"
"4031","RS","Chuí","96255-000"
"4032","RS","Chuvisca","96193-000"
"4033","RS","Cidreira","95595-000"
"4034","RS","Ciríaco","99970-000"
"4035","RS","Colinas","95895-000"
"4036","RS","Colorado","99460-000"
"4037","RS","Condor","98290-000"
"4038","RS","Constantina","99680-000"
"4039","RS","Coqueiro Baixo","95955-000"
"4040","RS","Coqueiros do Sul","99528-000"
"4041","RS","Coronel Barros","98735-000"
"4042","RS","Coronel Bicaco","98580-000"
"4043","RS","Coronel Pilar","95726-000"
"4044","RS","Cotiporã","95335-000"
"4045","RS","Coxilha","99145-000"
"4046","RS","Crissiumal","98640-000"
"4047","RS","Cristal","96195-000"
"4048","RS","Cristal do Sul","98368-000"
"4049","RS","Cruz Alta","98000-001"
"4050","RS","Cruzaltense","99665-000"
"4051","RS","Cruzeiro do Sul","95930-000"
"4052","RS","David Canabarro","99980-000"
"4053","RS","Derrubadas","98528-000"
"4054","RS","Dezesseis de Novembro","97845-000"
"4055","RS","Dilermando de Aguiar","97180-000"
"4056","RS","Dois Irmãos","93950-000"
"4057","RS","Dois Irmãos das Missões","98385-000"
"4058","RS","Dois Lajeados","99220-000"
"4059","RS","Dom Feliciano","96190-000"
"4060","RS","Dom Pedrito","96450-000"
"4061","RS","Dom Pedro de Alcântara","95568-000"
"4062","RS","Dona Francisca","97280-000"
"4063","RS","Doutor Maurício Cardoso","98925-000"
"4064","RS","Doutor Ricardo","95967-000"
"4065","RS","Eldorado do Sul","92990-000"
"4066","RS","Encantado","95960-000"
"4067","RS","Encruzilhada do Sul","96610-000"
"4068","RS","Engenho Velho","99698-000"
"4069","RS","Entre Rios do Sul","99645-000"
"4070","RS","Entre-Ijuís","98855-000"
"4071","RS","Erebango","99920-000"
"4072","RS","Erechim","99700-001"
"4073","RS","Ernestina","99140-000"
"4074","RS","Erval Grande","99750-000"
"4075","RS","Erval Seco","98390-000"
"4076","RS","Esmeralda","95380-000"
"4077","RS","Esperança do Sul","98635-000"
"4078","RS","Espumoso","99400-000"
"4079","RS","Estação","99930-000"
"4080","RS","Estância Velha","93600-001"
"4081","RS","Esteio","93250-001"
